age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,age_group,hours_bin,daily_social_media_time_bin
61,Other,Education,2.9,Facebook,64,8.3,2.5,1.8,4.0,5.6,0.2,5,False,True,1,20,1.3,60-80,0-4,"(1.8, 3.6]"
37,Male,Finance,1.6,Instagram,64,10.6,5.4,4.6,6.0,6.0,1.8,1,False,False,3,7,4.7,20-40,0-4,"(-0.018, 1.8]"
47,Male,Finance,6.5,Facebook,67,4.2,5.6,8.4,4.0,6.4,1.1,6,True,False,3,1,9.3,40-60,4-8,"(5.4, 7.2]"
28,Male,Unemployed,3.1,Facebook,60,4.8,5.8,7.2,6.0,5.9,1.5,10,False,False,3,21,5.7,20-40,0-4,"(1.8, 3.6]"
45,Male,Student,2.2,Telegram,64,9.0,6.8,6.0,7.0,5.9,2.2,1,False,False,2,13,7.0,40-60,0-4,"(1.8, 3.6]"
42,Male,Finance,0.8,Telegram,56,3.8,3.4,4.2,2.0,5.8,0.4,10,False,True,1,20,4.0,40-60,0-4,"(-0.018, 1.8]"
56,Female,Finance,2.0,Telegram,65,7.4,2.7,2.4,4.0,6.0,1.2,9,True,False,1,9,3.6,40-60,0-4,"(1.8, 3.6]"
50,Male,Unemployed,0.0,Instagram,62,9.9,5.0,5.0,2.0,6.3,0.0,4,True,False,1,6,5.7,40-60,,"(-0.018, 1.8]"
18,Male,Unemployed,2.2,Instagram,65,10.0,5.5,5.0,4.0,3.6,0.7,6,False,True,2,19,6.3,0-20,0-4,"(1.8, 3.6]"
44,Male,Health,4.5,TikTok,45,5.3,3.2,2.9,5.0,5.6,0.8,5,False,False,1,29,3.5,40-60,4-8,"(3.6, 5.4]"
30,Female,Health,5.9,Facebook,70,7.3,8.5,4.0,7.0,7.5,0.8,5,True,False,1,20,8.9,20-40,4-8,"(5.4, 7.2]"
58,Female,Finance,2.2,Facebook,64,3.4,5.9,5.2,10.0,8.3,1.9,4,False,False,0,21,5.4,40-60,0-4,"(1.8, 3.6]"
20,Female,Unemployed,4.0,Telegram,65,8.9,7.0,6.2,4.0,7.6,1.6,0,True,True,1,7,6.6,0-20,0-4,"(3.6, 5.4]"
56,Other,Student,2.3,Instagram,57,5.3,4.8,3.7,6.0,4.0,0.8,2,True,False,1,4,6.5,40-60,0-4,"(1.8, 3.6]"
23,Female,Health,1.2,Telegram,54,10.8,2.6,1.2,4.0,6.3,2.0,10,True,False,5,16,0.0,20-40,0-4,"(-0.018, 1.8]"
25,Male,Health,0.0,Instagram,69,9.5,3.8,3.3,2.0,7.5,1.2,10,False,False,4,14,2.5,20-40,,"(-0.018, 1.8]"
44,Male,Unemployed,2.8,Instagram,59,7.0,6.2,5.4,1.0,8.1,0.8,4,True,False,2,26,6.5,40-60,0-4,"(1.8, 3.6]"
26,Male,Finance,0.0,Facebook,60,6.2,3.1,3.2,5.0,8.8,1.2,10,False,True,0,19,2.3,20-40,,"(-0.018, 1.8]"
54,Female,Student,2.5,Instagram,59,9.8,5.1,4.1,4.0,4.4,0.6,9,True,False,1,31,3.8,40-60,0-4,"(1.8, 3.6]"
50,Male,Finance,2.1,Instagram,77,6.5,6.5,6.8,9.0,7.8,0.5,8,False,False,2,20,7.3,40-60,0-4,"(1.8, 3.6]"
59,Male,IT,0.0,Facebook,63,8.2,2.8,4.7,8.0,5.3,1.4,8,False,False,1,31,2.5,40-60,,"(-0.018, 1.8]"
61,Female,IT,0.0,TikTok,60,6.5,2.7,2.7,8.0,5.5,1.3,1,False,False,2,9,4.2,60-80,,"(-0.018, 1.8]"
41,Female,Unemployed,1.5,Facebook,68,4.6,6.6,5.4,9.0,5.9,1.0,10,True,True,1,19,5.8,40-60,0-4,"(-0.018, 1.8]"
32,Female,Student,5.9,Instagram,69,11.1,7.4,5.9,1.0,5.8,0.2,8,False,False,3,10,6.4,20-40,4-8,"(5.4, 7.2]"
49,Male,IT,3.5,Instagram,51,4.7,7.2,6.4,8.0,7.5,0.0,9,False,True,4,5,6.4,40-60,0-4,"(1.8, 3.6]"
49,Female,Unemployed,1.5,Instagram,69,10.8,2.7,3.1,3.0,7.2,0.4,4,True,False,1,8,3.0,40-60,0-4,"(-0.018, 1.8]"
41,Female,Student,1.4,Instagram,61,5.6,5.3,5.4,8.0,6.9,2.0,4,False,False,1,28,4.1,40-60,0-4,"(-0.018, 1.8]"
58,Male,IT,3.7,Instagram,61,8.8,4.1,5.1,8.0,5.3,0.7,0,False,True,1,12,4.5,40-60,0-4,"(3.6, 5.4]"
29,Female,Education,4.0,Facebook,58,8.1,2.9,3.0,10.0,5.5,0.0,0,False,False,1,21,0.0,20-40,0-4,"(3.6, 5.4]"
56,Female,Health,4.3,TikTok,48,7.5,6.5,5.7,8.0,7.0,0.2,10,True,False,3,4,5.6,40-60,4-8,"(3.6, 5.4]"
19,Male,Unemployed,6.5,Facebook,53,5.2,4.3,4.1,8.0,7.2,1.3,1,True,False,2,5,3.7,0-20,4-8,"(5.4, 7.2]"
20,Male,Finance,5.8,Facebook,64,5.2,5.2,4.3,9.0,5.0,0.0,7,False,False,3,17,4.0,0-20,4-8,"(5.4, 7.2]"
54,Female,Student,5.1,Telegram,55,4.0,5.4,5.2,6.0,7.4,0.8,5,False,True,0,11,5.3,40-60,4-8,"(3.6, 5.4]"
34,Male,IT,2.7,Instagram,54,5.5,5.6,4.7,9.0,6.2,1.7,9,False,True,5,12,4.5,20-40,0-4,"(1.8, 3.6]"
19,Female,Education,0.0,Instagram,59,9.8,4.3,3.3,8.0,6.7,0.0,9,False,False,3,12,3.1,0-20,,"(-0.018, 1.8]"
19,Male,IT,0.0,Twitter,53,6.2,6.2,5.7,2.0,7.2,0.0,5,False,False,0,5,5.9,0-20,,"(-0.018, 1.8]"
45,Female,Education,3.9,Instagram,66,5.3,4.0,4.0,2.0,6.1,0.0,2,False,False,2,18,3.0,40-60,0-4,"(3.6, 5.4]"
40,Female,Finance,1.8,TikTok,57,9.8,8.4,7.3,6.0,4.5,2.0,10,True,False,4,0,6.4,20-40,0-4,"(-0.018, 1.8]"
54,Female,Health,6.2,Facebook,75,7.3,5.4,4.7,7.0,7.2,0.8,1,False,False,4,17,4.9,40-60,4-8,"(5.4, 7.2]"
49,Male,Health,5.8,TikTok,53,4.8,2.8,3.0,2.0,6.9,1.2,7,True,False,0,24,2.4,40-60,4-8,"(5.4, 7.2]"
50,Male,Education,3.2,Twitter,62,6.7,5.4,5.4,5.0,6.5,0.5,9,True,False,2,26,5.6,40-60,0-4,"(1.8, 3.6]"
18,Male,Unemployed,2.0,Instagram,59,5.2,7.2,6.9,7.0,6.0,1.9,3,False,False,3,13,6.7,0-20,0-4,"(1.8, 3.6]"
36,Male,IT,4.0,Twitter,58,7.9,4.4,4.0,8.0,6.4,1.6,2,False,False,4,18,2.0,20-40,0-4,"(3.6, 5.4]"
19,Male,Health,6.1,Telegram,50,7.6,3.6,1.9,9.0,5.7,1.1,3,False,False,0,0,2.2,0-20,4-8,"(5.4, 7.2]"
61,Female,IT,3.3,Telegram,55,7.5,2.8,2.6,6.0,4.6,1.2,8,False,False,2,10,2.9,60-80,0-4,"(1.8, 3.6]"
43,Male,Student,1.5,Twitter,74,5.1,3.6,3.2,8.0,6.5,1.2,1,False,False,2,26,2.0,40-60,0-4,"(-0.018, 1.8]"
49,Female,IT,2.7,Twitter,67,6.0,5.9,5.9,3.0,6.8,0.1,5,False,False,1,3,6.0,40-60,0-4,"(1.8, 3.6]"
23,Male,Unemployed,2.4,Instagram,59,6.8,6.2,5.1,7.0,7.2,0.7,9,True,False,2,4,5.0,20-40,0-4,"(1.8, 3.6]"
49,Female,Student,6.5,TikTok,59,5.4,7.3,6.1,3.0,5.7,1.0,6,False,False,1,22,6.0,40-60,4-8,"(5.4, 7.2]"
21,Other,Student,3.3,Instagram,60,7.6,6.4,4.5,4.0,4.2,0.3,6,False,False,1,8,4.9,20-40,0-4,"(1.8, 3.6]"
28,Male,Health,3.0,Twitter,68,8.6,2.0,2.0,6.0,7.1,1.0,9,False,True,1,10,0.3,20-40,0-4,"(1.8, 3.6]"
34,Female,Student,0.3,Facebook,57,5.7,5.5,5.4,9.0,3.1,0.8,4,True,False,3,0,6.5,20-40,0-4,"(-0.018, 1.8]"
55,Female,IT,1.7,Twitter,54,4.6,9.0,7.6,9.0,5.2,2.1,5,True,False,1,9,6.6,40-60,0-4,"(-0.018, 1.8]"
41,Female,Finance,3.1,Telegram,69,2.7,6.5,6.1,9.0,6.3,1.9,7,False,False,0,3,6.7,40-60,0-4,"(1.8, 3.6]"
22,Female,Unemployed,3.1,Telegram,36,8.9,4.9,3.3,2.0,7.7,1.4,4,False,False,2,20,5.2,20-40,0-4,"(1.8, 3.6]"
51,Male,IT,3.1,Facebook,67,7.1,3.0,3.4,3.0,4.0,0.8,2,True,False,3,13,4.1,40-60,0-4,"(1.8, 3.6]"
23,Male,Education,2.3,Instagram,55,8.3,4.3,4.2,9.0,8.4,0.1,1,False,False,2,16,3.0,20-40,0-4,"(1.8, 3.6]"
39,Male,Education,3.1,Telegram,51,8.3,6.4,5.1,8.0,7.7,0.2,5,False,False,3,22,5.7,20-40,0-4,"(1.8, 3.6]"
28,Female,IT,1.5,Telegram,74,5.0,5.4,6.1,6.0,7.1,0.3,10,True,False,1,22,6.2,20-40,0-4,"(-0.018, 1.8]"
65,Other,Education,3.3,TikTok,56,7.3,8.1,7.7,2.0,5.6,0.1,8,False,True,2,31,7.2,60-80,0-4,"(1.8, 3.6]"
33,Female,Finance,5.6,Facebook,73,4.3,2.3,6.5,6.0,4.7,0.4,2,False,False,6,26,1.9,20-40,4-8,"(5.4, 7.2]"
50,Male,Education,4.8,Telegram,73,1.8,4.7,5.2,4.0,4.9,1.8,4,False,True,0,22,2.2,40-60,4-8,"(3.6, 5.4]"
26,Female,Health,2.4,Telegram,56,6.7,4.5,4.0,1.0,8.9,0.8,2,True,False,2,27,2.9,20-40,0-4,"(1.8, 3.6]"
23,Female,Finance,2.6,Telegram,60,4.8,3.7,2.1,3.0,5.6,2.0,1,False,False,3,30,2.0,20-40,0-4,"(1.8, 3.6]"
33,Male,Health,4.2,Instagram,66,9.8,5.7,4.3,6.0,5.4,0.7,8,False,False,2,3,5.1,20-40,4-8,"(3.6, 5.4]"
46,Male,Health,3.7,Facebook,72,5.6,5.1,5.2,2.0,10.0,0.9,6,False,False,2,28,5.3,40-60,0-4,"(3.6, 5.4]"
20,Male,Finance,3.0,TikTok,56,9.4,5.5,7.5,8.0,6.8,0.0,7,False,False,0,14,6.9,0-20,0-4,"(1.8, 3.6]"
37,Female,Unemployed,1.9,Telegram,76,4.4,5.9,6.6,10.0,5.5,1.9,4,False,False,2,2,8.3,20-40,0-4,"(1.8, 3.6]"
53,Female,Health,1.2,TikTok,67,4.7,6.5,5.3,4.0,6.8,0.0,3,False,True,0,21,6.3,40-60,0-4,"(-0.018, 1.8]"
36,Male,Education,1.2,TikTok,54,4.8,5.8,4.6,5.0,5.0,0.4,7,False,True,1,3,5.8,20-40,0-4,"(-0.018, 1.8]"
43,Male,IT,2.7,TikTok,61,8.1,3.6,3.6,2.0,7.1,1.4,0,False,False,2,30,1.2,40-60,0-4,"(1.8, 3.6]"
20,Female,Finance,3.7,Facebook,63,5.6,6.2,4.9,8.0,6.4,0.2,1,False,False,5,29,4.5,0-20,0-4,"(3.6, 5.4]"
36,Female,IT,0.0,Facebook,66,7.5,9.0,8.2,8.0,5.7,2.4,3,False,False,2,18,7.8,20-40,,"(-0.018, 1.8]"
37,Female,Finance,4.5,Facebook,77,8.6,6.5,6.0,10.0,6.8,1.8,0,False,True,1,23,7.7,20-40,4-8,"(3.6, 5.4]"
49,Female,Finance,0.9,Twitter,57,11.9,6.7,6.0,2.0,5.8,0.8,2,False,True,4,6,6.9,40-60,0-4,"(-0.018, 1.8]"
24,Male,Health,1.6,TikTok,62,7.3,7.7,7.5,5.0,6.1,0.9,3,False,False,2,15,6.0,20-40,0-4,"(-0.018, 1.8]"
58,Female,IT,2.7,Twitter,52,8.8,2.1,1.8,9.0,4.7,0.5,8,True,False,1,23,1.5,40-60,0-4,"(1.8, 3.6]"
50,Male,Unemployed,3.8,Instagram,50,7.0,4.8,3.9,7.0,4.0,0.8,8,False,False,1,16,4.0,40-60,0-4,"(3.6, 5.4]"
57,Female,Education,6.0,TikTok,58,6.4,6.9,6.0,3.0,7.0,1.0,2,False,True,0,1,6.5,40-60,4-8,"(5.4, 7.2]"
56,Male,IT,2.1,Telegram,58,6.3,3.0,2.8,6.0,4.3,1.3,0,False,False,5,21,4.1,40-60,0-4,"(1.8, 3.6]"
35,Female,Finance,5.2,TikTok,67,5.7,8.7,7.5,2.0,5.2,1.6,9,True,False,2,7,6.9,20-40,4-8,"(3.6, 5.4]"
57,Male,Education,2.2,Facebook,66,6.5,7.0,7.0,10.0,6.6,0.0,5,True,False,1,7,7.5,40-60,0-4,"(1.8, 3.6]"
18,Female,Health,5.7,TikTok,65,7.3,8.3,7.3,10.0,5.3,1.8,9,False,False,0,4,7.1,0-20,4-8,"(5.4, 7.2]"
28,Male,Education,2.9,Instagram,48,6.2,7.8,6.5,10.0,6.7,0.7,0,True,False,2,2,5.0,20-40,0-4,"(1.8, 3.6]"
45,Male,Education,0.0,Facebook,63,10.1,8.9,8.6,10.0,8.1,2.0,5,False,False,1,30,7.6,40-60,,"(-0.018, 1.8]"
42,Female,IT,1.6,Facebook,69,6.1,5.8,5.2,10.0,6.1,0.9,4,True,False,2,4,5.0,40-60,0-4,"(-0.018, 1.8]"
40,Male,Finance,3.0,Facebook,60,7.9,7.9,7.1,8.0,7.8,1.1,8,True,True,2,12,5.0,20-40,0-4,"(1.8, 3.6]"
48,Female,Finance,2.6,Telegram,46,5.8,3.3,2.5,7.0,7.9,1.9,0,False,False,1,31,3.1,40-60,0-4,"(1.8, 3.6]"
47,Female,Finance,1.0,Instagram,59,8.0,2.1,1.2,5.0,4.8,0.7,8,False,False,3,28,2.3,40-60,0-4,"(-0.018, 1.8]"
59,Female,Student,2.8,Twitter,58,8.7,2.9,3.2,5.0,7.6,0.5,0,False,False,0,13,4.3,40-60,0-4,"(1.8, 3.6]"
52,Female,Health,4.6,Telegram,54,8.5,6.3,5.8,5.0,8.9,0.3,3,False,False,2,31,6.3,40-60,4-8,"(3.6, 5.4]"
24,Female,IT,0.0,Twitter,62,4.0,8.6,8.3,1.0,8.6,1.9,6,True,False,0,12,8.3,20-40,,"(-0.018, 1.8]"
33,Female,Finance,4.0,Facebook,65,5.6,4.5,4.7,7.0,7.8,0.9,2,False,False,3,11,2.8,20-40,0-4,"(3.6, 5.4]"
43,Female,Education,0.8,Facebook,54,2.1,8.4,7.6,7.0,9.0,1.5,0,False,False,2,2,8.4,40-60,0-4,"(-0.018, 1.8]"
65,Male,Student,6.8,Twitter,60,8.8,4.4,3.6,4.0,4.5,1.0,7,False,False,4,22,3.8,60-80,4-8,"(5.4, 7.2]"
19,Male,Health,0.0,TikTok,39,5.6,5.5,4.3,2.0,4.7,1.9,10,False,False,3,13,4.4,0-20,,"(-0.018, 1.8]"
18,Female,Finance,0.0,Instagram,57,6.6,6.6,5.8,2.0,7.6,1.3,4,True,False,2,2,5.8,0-20,,"(-0.018, 1.8]"
65,Male,Student,2.1,TikTok,42,8.1,5.8,5.2,6.0,7.3,1.2,4,False,False,0,17,5.9,60-80,0-4,"(1.8, 3.6]"
29,Male,Health,5.0,Facebook,59,7.3,2.5,1.8,10.0,4.6,0.0,0,False,False,1,30,1.0,20-40,4-8,"(3.6, 5.4]"
22,Male,Unemployed,12.5,Twitter,54,6.7,3.7,3.8,3.0,7.9,0.9,4,False,True,2,16,6.0,20-40,12-16,"(10.8, 12.6]"
54,Male,Unemployed,5.0,Telegram,69,5.9,3.2,2.3,10.0,6.3,0.4,6,False,True,4,5,1.1,40-60,4-8,"(3.6, 5.4]"
49,Female,Education,3.0,Facebook,58,5.9,4.9,2.8,8.0,4.4,1.4,5,False,False,0,3,2.7,40-60,0-4,"(1.8, 3.6]"
26,Female,Student,1.1,Facebook,62,6.7,6.6,6.4,10.0,4.9,1.8,3,False,False,0,5,5.6,20-40,0-4,"(-0.018, 1.8]"
58,Other,IT,1.5,Telegram,64,4.3,3.2,2.6,2.0,4.5,0.9,2,True,False,1,22,2.4,40-60,0-4,"(-0.018, 1.8]"
52,Female,Health,1.7,TikTok,50,8.4,3.6,2.8,7.0,4.0,0.9,2,False,False,2,17,2.3,40-60,0-4,"(-0.018, 1.8]"
36,Male,Student,2.2,TikTok,68,4.8,3.1,2.3,7.0,7.5,0.0,5,True,False,4,25,3.7,20-40,0-4,"(1.8, 3.6]"
65,Male,Student,2.5,TikTok,55,10.0,8.2,8.1,4.0,3.7,1.9,10,True,True,0,0,9.5,60-80,0-4,"(1.8, 3.6]"
33,Male,Health,3.4,Facebook,52,9.4,4.2,3.3,7.0,4.4,0.3,4,False,False,2,5,4.7,20-40,0-4,"(1.8, 3.6]"
20,Female,Student,1.8,Instagram,67,6.4,5.9,4.5,9.0,6.4,1.8,4,True,False,2,8,4.5,0-20,0-4,"(-0.018, 1.8]"
37,Male,Student,3.3,Twitter,61,9.4,5.0,4.9,4.0,7.4,1.5,9,True,True,1,6,4.5,20-40,0-4,"(1.8, 3.6]"
41,Male,Health,3.8,Twitter,69,6.2,6.7,6.6,3.0,5.7,1.2,0,False,False,2,2,5.5,40-60,0-4,"(3.6, 5.4]"
50,Female,Education,0.8,Instagram,64,5.8,7.1,6.4,8.0,7.1,0.9,0,False,True,2,14,4.0,40-60,0-4,"(-0.018, 1.8]"
41,Female,Unemployed,0.5,TikTok,55,8.1,2.5,2.6,10.0,6.9,0.4,5,False,False,2,18,2.6,40-60,0-4,"(-0.018, 1.8]"
28,Male,IT,5.2,Twitter,57,5.8,6.4,5.3,8.0,5.2,1.5,8,False,False,2,22,5.5,20-40,4-8,"(3.6, 5.4]"
25,Male,Health,3.2,TikTok,56,7.1,6.5,6.7,2.0,6.5,1.1,1,False,True,4,3,5.7,20-40,0-4,"(1.8, 3.6]"
53,Female,Finance,2.7,Facebook,61,6.2,5.3,4.7,4.0,6.8,2.0,2,True,False,1,12,4.7,40-60,0-4,"(1.8, 3.6]"
55,Female,Student,0.1,Instagram,59,10.2,8.4,7.9,5.0,4.6,0.2,4,False,False,4,20,7.0,40-60,0-4,"(-0.018, 1.8]"
57,Male,IT,4.5,Twitter,59,9.0,6.3,6.5,7.0,5.0,1.6,8,False,True,2,8,5.9,40-60,4-8,"(3.6, 5.4]"
37,Male,IT,3.0,Facebook,55,4.2,4.2,3.2,4.0,5.3,1.0,9,True,False,1,14,4.8,20-40,0-4,"(1.8, 3.6]"
52,Female,Health,3.2,Instagram,66,4.6,5.8,4.8,4.0,4.7,0.5,8,True,False,3,7,3.6,40-60,0-4,"(1.8, 3.6]"
65,Female,Finance,3.4,Facebook,55,4.5,2.8,2.3,8.0,4.1,0.7,5,False,False,0,19,3.1,60-80,0-4,"(1.8, 3.6]"
42,Female,Finance,2.5,Facebook,54,7.4,2.3,2.6,9.0,8.6,1.5,6,True,False,4,4,2.6,40-60,0-4,"(1.8, 3.6]"
52,Female,Education,1.8,Telegram,53,8.5,3.2,2.9,3.0,6.2,1.3,4,False,False,2,7,3.8,40-60,0-4,"(-0.018, 1.8]"
42,Female,Finance,6.2,TikTok,58,8.1,3.7,3.9,7.0,5.5,1.1,10,False,False,1,3,5.1,40-60,4-8,"(5.4, 7.2]"
46,Male,Unemployed,5.0,Twitter,62,9.3,5.3,4.3,8.0,5.9,3.0,7,False,False,2,5,4.1,40-60,4-8,"(3.6, 5.4]"
35,Male,Health,3.4,Facebook,59,8.6,6.2,5.3,5.0,6.4,2.7,9,False,False,1,13,4.1,20-40,0-4,"(1.8, 3.6]"
63,Female,IT,4.9,Facebook,66,8.3,5.3,5.0,8.0,6.6,1.9,8,False,False,4,29,4.9,60-80,4-8,"(3.6, 5.4]"
35,Female,IT,3.7,Facebook,68,3.9,4.3,3.8,8.0,6.9,1.5,5,False,True,3,17,4.2,20-40,0-4,"(3.6, 5.4]"
19,Female,Finance,4.3,Instagram,60,9.3,4.0,5.0,5.0,6.8,0.8,7,False,False,0,1,3.6,0-20,4-8,"(3.6, 5.4]"
52,Male,Student,4.9,Telegram,62,10.0,3.7,3.5,2.0,7.4,1.2,8,False,False,5,26,3.1,40-60,4-8,"(3.6, 5.4]"
33,Female,Unemployed,4.4,Twitter,67,7.0,2.8,2.0,9.0,8.0,0.5,1,False,False,3,21,2.6,20-40,4-8,"(3.6, 5.4]"
58,Male,Education,0.8,TikTok,55,6.3,7.9,7.0,3.0,6.5,0.0,0,False,True,1,7,7.0,40-60,0-4,"(-0.018, 1.8]"
53,Female,Finance,4.2,Telegram,71,4.7,4.8,4.6,10.0,6.1,1.2,7,False,False,2,24,6.2,40-60,4-8,"(3.6, 5.4]"
50,Male,Unemployed,1.3,Instagram,71,7.1,5.5,4.7,6.0,7.1,1.2,10,False,False,2,27,5.5,40-60,0-4,"(-0.018, 1.8]"
21,Female,Health,2.1,Telegram,54,5.7,5.2,5.3,2.0,8.2,1.2,6,False,False,0,20,6.5,20-40,0-4,"(1.8, 3.6]"
50,Female,Education,2.7,Instagram,61,10.0,7.1,5.8,4.0,8.3,1.2,7,True,False,2,4,5.4,40-60,0-4,"(1.8, 3.6]"
31,Male,Unemployed,3.2,Instagram,62,6.8,5.9,5.0,6.0,4.7,1.2,7,True,False,3,8,6.4,20-40,0-4,"(1.8, 3.6]"
38,Male,Finance,3.2,Telegram,56,6.1,7.7,6.5,7.0,6.5,0.0,9,False,True,1,26,8.1,20-40,0-4,"(1.8, 3.6]"
65,Female,Education,3.1,Twitter,69,11.0,7.7,6.9,8.0,6.4,1.2,5,True,False,1,7,8.4,60-80,0-4,"(1.8, 3.6]"
37,Female,Student,3.1,Instagram,61,4.8,8.5,7.5,6.0,6.2,0.4,1,False,False,4,26,7.0,20-40,0-4,"(1.8, 3.6]"
25,Male,Health,6.3,TikTok,52,7.2,7.5,6.5,5.0,5.4,0.7,7,False,False,3,21,5.8,20-40,4-8,"(5.4, 7.2]"
24,Male,Finance,4.5,Twitter,64,8.4,2.1,1.0,3.0,5.1,0.3,4,True,True,6,20,0.0,20-40,4-8,"(3.6, 5.4]"
20,Male,IT,2.6,Facebook,51,6.4,6.7,6.7,5.0,6.7,0.0,3,False,False,4,26,5.8,0-20,0-4,"(1.8, 3.6]"
34,Female,Health,4.4,Twitter,58,6.3,4.5,4.4,10.0,5.1,0.1,4,False,True,1,26,2.5,20-40,4-8,"(3.6, 5.4]"
50,Male,Student,3.3,Facebook,68,8.0,9.0,7.7,4.0,7.3,1.7,10,True,False,0,25,7.4,40-60,0-4,"(1.8, 3.6]"
65,Male,Unemployed,2.2,Twitter,59,3.4,2.2,2.4,5.0,5.3,0.0,5,True,False,5,16,1.8,60-80,0-4,"(1.8, 3.6]"
29,Female,Student,4.8,Twitter,83,6.1,6.0,4.9,4.0,6.0,1.6,8,True,False,1,30,4.4,20-40,4-8,"(3.6, 5.4]"
39,Female,IT,3.5,Telegram,65,6.9,4.5,4.2,2.0,8.3,1.5,7,True,False,1,9,3.8,20-40,0-4,"(1.8, 3.6]"
39,Male,Health,3.8,Twitter,68,6.9,6.8,6.5,1.0,7.0,2.4,7,False,True,0,2,4.7,20-40,0-4,"(3.6, 5.4]"
63,Other,Finance,2.6,Twitter,51,6.1,3.7,3.4,8.0,5.8,0.3,0,True,False,6,18,2.7,60-80,0-4,"(1.8, 3.6]"
47,Female,IT,2.8,Telegram,65,8.6,4.9,5.4,4.0,6.8,1.2,8,False,False,3,12,5.2,40-60,0-4,"(1.8, 3.6]"
55,Female,Finance,4.6,Facebook,60,10.9,8.1,8.3,7.0,6.6,0.7,6,False,False,4,9,8.9,40-60,4-8,"(3.6, 5.4]"
55,Male,Education,2.0,TikTok,52,5.6,8.2,7.9,10.0,6.3,0.6,10,False,False,2,6,5.6,40-60,0-4,"(1.8, 3.6]"
62,Female,Finance,7.6,Twitter,57,6.9,3.2,3.4,1.0,6.9,0.6,0,False,False,2,3,2.3,60-80,4-8,"(7.2, 9.0]"
25,Male,Education,1.8,Facebook,60,6.6,5.1,3.9,10.0,5.3,2.7,1,False,True,3,10,4.5,20-40,0-4,"(-0.018, 1.8]"
44,Male,Finance,1.8,Facebook,60,7.8,2.2,1.3,10.0,7.5,1.5,8,False,True,4,0,1.4,40-60,0-4,"(-0.018, 1.8]"
44,Male,Education,5.1,Facebook,57,9.2,7.7,7.6,2.0,4.8,0.1,5,False,False,2,16,8.1,40-60,4-8,"(3.6, 5.4]"
51,Female,Health,3.0,Telegram,47,7.5,4.4,7.9,10.0,8.0,0.5,4,True,False,4,28,4.3,40-60,0-4,"(1.8, 3.6]"
38,Female,Student,12.3,TikTok,62,8.2,8.8,8.3,2.0,8.7,1.9,6,False,False,3,11,8.4,20-40,12-16,"(10.8, 12.6]"
47,Female,Health,8.1,TikTok,69,7.9,6.2,6.4,5.0,3.1,1.9,6,False,False,4,3,7.4,40-60,8-12,"(7.2, 9.0]"
50,Male,IT,3.8,Facebook,57,3.1,7.2,6.3,8.0,6.4,1.9,1,False,False,3,8,6.9,40-60,0-4,"(3.6, 5.4]"
45,Female,Health,3.7,TikTok,63,9.9,5.0,4.5,8.0,7.8,1.1,6,False,False,2,4,4.4,40-60,0-4,"(3.6, 5.4]"
64,Female,Health,1.9,TikTok,63,6.6,6.6,5.8,8.0,7.8,0.0,5,True,True,3,10,5.4,60-80,0-4,"(1.8, 3.6]"
50,Male,Student,1.3,Twitter,57,5.0,2.4,2.4,9.0,6.9,0.2,0,False,True,5,12,2.8,40-60,0-4,"(-0.018, 1.8]"
22,Female,Unemployed,0.0,Telegram,55,5.6,4.5,4.0,1.0,5.2,1.6,3,True,True,0,5,3.2,20-40,,"(-0.018, 1.8]"
65,Male,Health,1.0,Twitter,49,7.6,8.1,7.4,6.0,9.2,2.1,2,False,False,3,5,5.7,60-80,0-4,"(-0.018, 1.8]"
36,Female,IT,2.1,Telegram,55,8.1,8.2,6.9,10.0,7.1,1.7,1,True,False,0,27,9.4,20-40,0-4,"(1.8, 3.6]"
21,Male,Health,1.5,Facebook,65,8.1,7.0,6.9,7.0,7.9,0.8,9,False,False,1,5,6.0,20-40,0-4,"(-0.018, 1.8]"
52,Female,Health,2.5,Instagram,62,7.3,7.9,6.5,8.0,4.8,1.0,1,True,False,1,15,5.8,40-60,0-4,"(1.8, 3.6]"
34,Other,Health,2.1,Twitter,59,6.8,7.3,6.3,9.0,6.7,0.5,7,True,True,1,1,8.7,20-40,0-4,"(1.8, 3.6]"
61,Other,Health,4.7,TikTok,62,4.9,6.6,6.1,8.0,5.5,1.9,10,False,False,5,8,6.1,60-80,4-8,"(3.6, 5.4]"
45,Male,Student,0.4,Twitter,63,7.8,7.4,4.4,7.0,9.7,1.7,4,True,False,5,1,6.9,40-60,0-4,"(-0.018, 1.8]"
47,Male,Student,5.0,Instagram,57,9.2,2.2,2.7,1.0,8.2,0.0,7,False,False,3,30,3.9,40-60,4-8,"(3.6, 5.4]"
46,Male,IT,4.4,Instagram,56,5.7,6.6,6.1,4.0,6.3,0.8,5,False,False,4,4,7.3,40-60,4-8,"(3.6, 5.4]"
63,Female,Unemployed,1.2,Telegram,59,6.8,6.9,6.6,2.0,6.9,1.2,8,False,False,0,3,6.1,60-80,0-4,"(-0.018, 1.8]"
